Ruminococcus flavefaciens,ERR1942298.1,gi|1328371439|emb|LT974783.1|,86.38,213,27,2,1,212,6,217,5e-57,231
Nocardioides sp. HSD06,ERR1942298.2,gi|966557941|gb|KT353087.1|,95.54,224,10,0,1,224,299,76,2e-95,359
Lactobacillales bacterium HY-36-1,ERR1942298.3,gi|50982924|gb|AY581272.1|,90.57,212,15,5,1,210,306,98,2e-70,276
Adhaeribacter terrae,ERR1942298.4,gi|1441204311|ref|NR_157726.1|,93.55,217,13,1,1,217,311,96,3e-84,322
Clostridium sp. Clone-47,ERR1942298.5,gi|358641020|dbj|AB622848.1|,93.36,211,14,0,1,211,332,122,2e-81,313
bacterium NLAE-zl-G1,ERR1942298.6,gi|387862822|gb|JX048067.1|,94.07,236,13,1,1,236,239,5,9e-95,357
Clostridiales bacterium 30-4c,ERR1942298.7,gi|312064780|gb|HQ452853.1|,98.55,207,3,0,1,207,330,124,1e-97,366
Bacteroides sp. W20,ERR1942298.8,gi|927657591|dbj|LC033792.1|,92.08,240,17,2,1,239,338,100,1e-88,337
activated sludge bacterium LB32,ERR1942298.9,gi|747014336|dbj|LC018247.1|,98.73,236,3,0,1,236,250,15,1e-113,420
Marseillibacter massiliensis,ERR1942298.10,gi|1032798191|emb|LT576393.1|,92.15,191,15,0,1,191,343,153,7e-70,274
bacterium YE64,ERR1942298.11,gi|38374194|gb|AY442828.1|,96.14,207,8,0,1,207,327,121,3e-89,339
Solemya pervernicosa gill symbiont,ERR1942298.12,gi|262205100|dbj|AB499617.1|,85.53,159,18,4,1,157,296,141,6e-36,161
bacterium,ERR1942298.13,gi|301242985|gb|HM706334.1|,95.59,227,9,1,1,226,286,60,2e-96,363
Clostridiales bacterium 30-4c,ERR1942298.14,gi|312064780|gb|HQ452853.1|,98.08,208,3,1,1,208,330,124,6e-96,361
Marseillibacter massiliensis,ERR1942298.15,gi|1032798191|emb|LT576393.1|,88.02,217,22,4,1,215,343,129,8e-65,257
Blautia coccoides,ERR1942298.16,gi|1233011954|gb|CP022713.1|,95.28,212,10,0,1,212,1979206,1979417,1e-88,337
Blautia coccoides,ERR1942298.16,gi|1233011954|gb|CP022713.1|,95.28,212,10,0,1,212,3246214,3246425,1e-88,337
Blautia coccoides,ERR1942298.16,gi|1233011954|gb|CP022713.1|,95.28,212,10,0,1,212,3886638,3886849,1e-88,337
Blautia coccoides,ERR1942298.16,gi|1233011954|gb|CP022713.1|,95.28,212,10,0,1,212,4986032,4985821,1e-88,337
Blautia coccoides,ERR1942298.16,gi|1233011954|gb|CP022713.1|,94.34,212,12,0,1,212,4971380,4971169,2e-85,326
Ruminococcus sp.,ERR1942298.17,gi|1191949042|gb|KY643813.1|,91.67,216,17,1,1,215,277,62,5e-77,298
Ruminococcus sp.,ERR1942298.18,gi|1191949042|gb|KY643813.1|,91.67,216,17,1,1,215,277,62,5e-77,298
Clostridiales bacterium 30-4c,ERR1942298.19,gi|312064780|gb|HQ452853.1|,92.66,218,13,3,1,216,330,114,6e-81,311
Bacteroides sp. W20,ERR1942298.20,gi|927657591|dbj|LC033792.1|,91.53,177,13,2,1,176,338,163,2e-60,243
bacterium FB2005,ERR1942298.21,gi|575790791|gb|KF697928.1|,96.00,225,9,0,1,225,314,90,1e-97,366
Alistipes shahii,ERR1942298.22,gi|1008904231|emb|LT223619.1|,93.47,245,14,2,1,244,330,87,2e-96,363
Clostridiales bacterium Marseille-P5551,ERR1942298.23,gi|1406926898|emb|LS488978.1|,92.18,243,19,0,1,243,348,106,7e-91,344
Gorbachella massiliensis,ERR1942298.24,gi|906846772|emb|LN870316.1|,91.24,217,19,0,1,217,347,131,2e-76,296
bacterium FB2005,ERR1942298.25,gi|575790791|gb|KF697928.1|,96.44,225,8,0,1,225,314,90,3e-99,372
Bacteroides uniformis,ERR1942298.26,gi|326580964|gb|JF298891.1|,86.85,251,24,9,1,247,276,31,4e-69,272
Bacteroides uniformis,ERR1942298.27,gi|326580964|gb|JF298891.1|,87.25,251,25,7,1,248,276,30,2e-71,279
bacterium TMB39,ERR1942298.28,gi|8131888|gb|AF148533.1|AF148533,93.60,172,9,2,2,171,315,144,2e-64,255
