Diaphorobacter sp.,ERR1942293.1,gi|1419235357|gb|MH588162.1|,100.00,218,0,0,1,218,262,45,1e-108,403
Acidovorax sp.,ERR1942293.3,gi|1181747176|gb|KY883995.1|,100.00,221,0,0,1,221,310,90,2e-110,409
Acidovorax temperans,ERR1942293.5,gi|1348203275|gb|MG982481.1|,100.00,221,0,0,1,221,322,102,2e-110,409
Acinetobacter haemolyticus,ERR1942293.6,gi|1427940761|gb|CP030880.1|,100.00,223,0,0,1,223,16647,16425,2e-111,412
Acinetobacter haemolyticus,ERR1942293.6,gi|1427940761|gb|CP030880.1|,100.00,223,0,0,1,223,510668,510446,2e-111,412
Acinetobacter haemolyticus,ERR1942293.6,gi|1427940761|gb|CP030880.1|,100.00,223,0,0,1,223,2802817,2803039,2e-111,412
Acinetobacter haemolyticus,ERR1942293.6,gi|1427940761|gb|CP030880.1|,100.00,223,0,0,1,223,2946396,2946618,2e-111,412
Acinetobacter haemolyticus,ERR1942293.6,gi|1427940761|gb|CP030880.1|,100.00,223,0,0,1,223,3254715,3254937,2e-111,412
Acinetobacter haemolyticus,ERR1942293.6,gi|1427940761|gb|CP030880.1|,100.00,223,0,0,1,223,3406100,3406322,2e-111,412
Acinetobacter haemolyticus,ERR1942293.8,gi|1427940761|gb|CP030880.1|,97.75,222,4,1,1,221,16647,16426,5e-102,381
Acinetobacter haemolyticus,ERR1942293.8,gi|1427940761|gb|CP030880.1|,97.75,222,4,1,1,221,510668,510447,5e-102,381
Acinetobacter haemolyticus,ERR1942293.8,gi|1427940761|gb|CP030880.1|,97.75,222,4,1,1,221,2802817,2803038,5e-102,381
Acinetobacter haemolyticus,ERR1942293.8,gi|1427940761|gb|CP030880.1|,97.75,222,4,1,1,221,2946396,2946617,5e-102,381
Acinetobacter haemolyticus,ERR1942293.8,gi|1427940761|gb|CP030880.1|,97.75,222,4,1,1,221,3254715,3254936,5e-102,381
Acinetobacter haemolyticus,ERR1942293.8,gi|1427940761|gb|CP030880.1|,97.75,222,4,1,1,221,3406100,3406321,5e-102,381
Acidovorax sp.,ERR1942293.9,gi|1181747176|gb|KY883995.1|,100.00,220,0,0,1,220,310,91,8e-110,407
Solemya pervernicosa gill symbiont,ERR1942293.10,gi|262205100|dbj|AB499617.1|,86.16,159,18,3,1,158,296,141,4e-38,169
Aquitalea sp.,ERR1942293.11,gi|1328374716|dbj|LC360987.1|,92.59,216,16,0,3,218,275,60,6e-81,311
Acinetobacter haemolyticus,ERR1942293.12,gi|1427940761|gb|CP030880.1|,99.47,189,1,0,1,189,16647,16459,5e-91,344
Acinetobacter haemolyticus,ERR1942293.12,gi|1427940761|gb|CP030880.1|,99.47,189,1,0,1,189,510668,510480,5e-91,344
Acinetobacter haemolyticus,ERR1942293.12,gi|1427940761|gb|CP030880.1|,99.47,189,1,0,1,189,2802817,2803005,5e-91,344
Acinetobacter haemolyticus,ERR1942293.12,gi|1427940761|gb|CP030880.1|,99.47,189,1,0,1,189,2946396,2946584,5e-91,344
Acinetobacter haemolyticus,ERR1942293.12,gi|1427940761|gb|CP030880.1|,99.47,189,1,0,1,189,3254715,3254903,5e-91,344
Acinetobacter haemolyticus,ERR1942293.12,gi|1427940761|gb|CP030880.1|,99.47,189,1,0,1,189,3406100,3406288,5e-91,344
Acinetobacter haemolyticus,ERR1942293.13,gi|1427940761|gb|CP030880.1|,96.41,195,7,0,1,195,16647,16453,3e-84,322
Acinetobacter haemolyticus,ERR1942293.13,gi|1427940761|gb|CP030880.1|,96.41,195,7,0,1,195,510668,510474,3e-84,322
Acinetobacter haemolyticus,ERR1942293.13,gi|1427940761|gb|CP030880.1|,96.41,195,7,0,1,195,2802817,2803011,3e-84,322
Acinetobacter haemolyticus,ERR1942293.13,gi|1427940761|gb|CP030880.1|,96.41,195,7,0,1,195,2946396,2946590,3e-84,322
Acinetobacter haemolyticus,ERR1942293.13,gi|1427940761|gb|CP030880.1|,96.41,195,7,0,1,195,3254715,3254909,3e-84,322
Acinetobacter haemolyticus,ERR1942293.13,gi|1427940761|gb|CP030880.1|,96.41,195,7,0,1,195,3406100,3406294,3e-84,322
Acinetobacter sp. DsA.N033,ERR1942293.14,gi|850484221|gb|KT189459.1|,98.15,108,2,0,1,108,253,146,3e-44,189
Novosphingobium sp.,ERR1942293.15,gi|1389182027|gb|MH337967.1|,100.00,221,0,0,1,221,257,37,2e-110,409
Aquitalea sp.,ERR1942293.16,gi|1328374716|dbj|LC360987.1|,94.84,213,11,0,1,213,277,65,1e-87,333
Acidovorax temperans,ERR1942293.17,gi|1191949138|gb|MF099827.1|,95.31,213,10,0,1,213,278,66,3e-89,339
Acinetobacter haemolyticus,ERR1942293.18,gi|1427940761|gb|CP030880.1|,99.55,224,1,0,1,224,16647,16424,2e-110,409
Acinetobacter haemolyticus,ERR1942293.18,gi|1427940761|gb|CP030880.1|,99.55,224,1,0,1,224,510668,510445,2e-110,409
Acinetobacter haemolyticus,ERR1942293.18,gi|1427940761|gb|CP030880.1|,99.55,224,1,0,1,224,2802817,2803040,2e-110,409
Acinetobacter haemolyticus,ERR1942293.18,gi|1427940761|gb|CP030880.1|,99.55,224,1,0,1,224,2946396,2946619,2e-110,409
Acinetobacter haemolyticus,ERR1942293.18,gi|1427940761|gb|CP030880.1|,99.55,224,1,0,1,224,3254715,3254938,2e-110,409
Acinetobacter haemolyticus,ERR1942293.18,gi|1427940761|gb|CP030880.1|,99.55,224,1,0,1,224,3406100,3406323,2e-110,409
Acinetobacter haemolyticus,ERR1942293.19,gi|1427940761|gb|CP030880.1|,98.69,229,3,0,1,229,16647,16419,8e-110,407
Acinetobacter haemolyticus,ERR1942293.19,gi|1427940761|gb|CP030880.1|,98.69,229,3,0,1,229,510668,510440,8e-110,407
Acinetobacter haemolyticus,ERR1942293.19,gi|1427940761|gb|CP030880.1|,98.69,229,3,0,1,229,2802817,2803045,8e-110,407
Acinetobacter haemolyticus,ERR1942293.19,gi|1427940761|gb|CP030880.1|,98.69,229,3,0,1,229,2946396,2946624,8e-110,407
Acinetobacter haemolyticus,ERR1942293.19,gi|1427940761|gb|CP030880.1|,98.69,229,3,0,1,229,3254715,3254943,8e-110,407
Acinetobacter haemolyticus,ERR1942293.19,gi|1427940761|gb|CP030880.1|,98.69,229,3,0,1,229,3406100,3406328,8e-110,407
Prunus takesimensis,ERR1942293.20,gi|1435280258|gb|MG754959.1|,99.10,222,0,2,1,220,103032,102811,5e-107,398
Prunus takesimensis,ERR1942293.20,gi|1435280258|gb|MG754959.1|,99.10,222,0,2,1,220,140876,141097,5e-107,398
Cloacibacterium sp. O15.2,ERR1942293.21,gi|914722613|gb|KT354270.1|,100.00,215,0,0,1,215,259,45,5e-107,398
Acidovorax sp.,ERR1942293.22,gi|1181747176|gb|KY883995.1|,100.00,221,0,0,1,221,310,90,2e-110,409
Acidovorax sp.,ERR1942293.23,gi|1181747176|gb|KY883995.1|,100.00,221,0,0,1,221,310,90,2e-110,409
Novosphingobium sp.,ERR1942293.24,gi|1389182027|gb|MH337967.1|,100.00,221,0,0,1,221,257,37,2e-110,409
Aquitalea sp.,ERR1942293.25,gi|1328374716|dbj|LC360987.1|,94.84,213,11,0,1,213,277,65,1e-87,333
Acinetobacter haemolyticus,ERR1942293.26,gi|1427940761|gb|CP030880.1|,100.00,223,0,0,1,223,16647,16425,2e-111,412
Acinetobacter haemolyticus,ERR1942293.26,gi|1427940761|gb|CP030880.1|,100.00,223,0,0,1,223,510668,510446,2e-111,412
Acinetobacter haemolyticus,ERR1942293.26,gi|1427940761|gb|CP030880.1|,100.00,223,0,0,1,223,2802817,2803039,2e-111,412
Acinetobacter haemolyticus,ERR1942293.26,gi|1427940761|gb|CP030880.1|,100.00,223,0,0,1,223,2946396,2946618,2e-111,412
Acinetobacter haemolyticus,ERR1942293.26,gi|1427940761|gb|CP030880.1|,100.00,223,0,0,1,223,3254715,3254937,2e-111,412
